tre:TRIREDRAFT_102382	ko:K01069
tre:TRIREDRAFT_52208	ko:K14006
tre:TRIREDRAFT_52248	ko:K14775
tre:TRIREDRAFT_52267	ko:K00009
tre:TRIREDRAFT_5227	ko:K01870
tre:TRIREDRAFT_52315	ko:K14686
tre:TRIREDRAFT_5233	ko:K14455
tre:TRIREDRAFT_52337	ko:K03671
tre:TRIREDRAFT_52375	ko:K00130
tre:TRIREDRAFT_52446	ko:K01309
tre:TRIREDRAFT_52451	ko:K10949
tre:TRIREDRAFT_52456	ko:K09518
tre:TRIREDRAFT_5247	ko:K00567
tre:TRIREDRAFT_5249	ko:K15523
tre:TRIREDRAFT_5250	ko:K12195
tre:TRIREDRAFT_52520	ko:K06656
tre:TRIREDRAFT_52550	ko:K12471
tre:TRIREDRAFT_52553	ko:K14297
tre:TRIREDRAFT_52587	ko:K20523
tre:TRIREDRAFT_52665	ko:K11841
tre:TRIREDRAFT_52670	ko:K15115
tre:TRIREDRAFT_5270	ko:K08764
tre:TRIREDRAFT_52763	ko:K02905
tre:TRIREDRAFT_52829	ko:K23544
tre:TRIREDRAFT_52847	ko:K03949
tre:TRIREDRAFT_52924	ko:K12236
tre:TRIREDRAFT_52956	ko:K20777
tre:TRIREDRAFT_5296	ko:K03785
tre:TRIREDRAFT_52972	ko:K24935
tre:TRIREDRAFT_52976	ko:K14838
tre:TRIREDRAFT_53004	ko:K02555
tre:TRIREDRAFT_53025	ko:K23323
tre:TRIREDRAFT_53044	ko:K13026
tre:TRIREDRAFT_53046	ko:K20352
tre:TRIREDRAFT_53076	ko:K15902
tre:TRIREDRAFT_53079	ko:K14338
tre:TRIREDRAFT_53080	ko:K22856
tre:TRIREDRAFT_53091	ko:K17989
tre:TRIREDRAFT_53103	ko:K12736
tre:TRIREDRAFT_53105	ko:K02320
tre:TRIREDRAFT_53123	ko:K18123
tre:TRIREDRAFT_53125	ko:K28103
tre:TRIREDRAFT_53168	ko:K21294
tre:TRIREDRAFT_53169	ko:K00916
tre:TRIREDRAFT_53172	ko:K18328
tre:TRIREDRAFT_53187	ko:K03190
tre:TRIREDRAFT_53220	ko:K08726
tre:TRIREDRAFT_53226	ko:K24814
tre:TRIREDRAFT_53254	ko:K13280
tre:TRIREDRAFT_53259	ko:K15901
tre:TRIREDRAFT_53286	ko:K11600
tre:TRIREDRAFT_53302	ko:K00467
tre:TRIREDRAFT_53316	ko:K20300
tre:TRIREDRAFT_53318	ko:K02264
tre:TRIREDRAFT_53342	ko:K13336
tre:TRIREDRAFT_53350	ko:K17434
tre:TRIREDRAFT_53366	ko:K07566
tre:TRIREDRAFT_5337	ko:K00681
tre:TRIREDRAFT_53381	ko:K15192
tre:TRIREDRAFT_53402	ko:K08850
tre:TRIREDRAFT_53428	ko:K07755
tre:TRIREDRAFT_53437	ko:K15174
tre:TRIREDRAFT_53443	ko:K11560
tre:TRIREDRAFT_53446	ko:K14793
tre:TRIREDRAFT_53462	ko:K20301
tre:TRIREDRAFT_53484	ko:K06648
tre:TRIREDRAFT_53498	ko:K12161
tre:TRIREDRAFT_5350	ko:K12272
tre:TRIREDRAFT_53503	ko:K22134
tre:TRIREDRAFT_53526	ko:K25880
tre:TRIREDRAFT_53529	ko:K14798
tre:TRIREDRAFT_53535	ko:K08497
tre:TRIREDRAFT_53542	ko:K08257
tre:TRIREDRAFT_53554	ko:K02734
tre:TRIREDRAFT_53558	ko:K05658
tre:TRIREDRAFT_53567	ko:K00383
tre:TRIREDRAFT_53585	ko:K03127
tre:TRIREDRAFT_5359	ko:K09958
tre:TRIREDRAFT_53601	ko:K08513
tre:TRIREDRAFT_53615	ko:K22382
tre:TRIREDRAFT_53628	ko:K14962
tre:TRIREDRAFT_53647	ko:K28035
tre:TRIREDRAFT_53659	ko:K10997
tre:TRIREDRAFT_53660	ko:K10863
tre:TRIREDRAFT_53669	ko:K03249
tre:TRIREDRAFT_53684	ko:K11551
tre:TRIREDRAFT_53721	ko:K10735
tre:TRIREDRAFT_53728	ko:K01507
tre:TRIREDRAFT_53731	ko:K01179
tre:TRIREDRAFT_5377	ko:K05287
tre:TRIREDRAFT_53776	ko:K13303
tre:TRIREDRAFT_53785	ko:K14300
tre:TRIREDRAFT_53796	ko:K18477
tre:TRIREDRAFT_53811	ko:K12398
tre:TRIREDRAFT_53818	ko:K12608
tre:TRIREDRAFT_53848	ko:K14284
tre:TRIREDRAFT_5387	ko:K03943
tre:TRIREDRAFT_53888	ko:K06911
tre:TRIREDRAFT_53902	ko:K19692
tre:TRIREDRAFT_53939	ko:K03510
tre:TRIREDRAFT_53964	ko:K01569
tre:TRIREDRAFT_53972	ko:K14778
tre:TRIREDRAFT_53986	ko:K03424
tre:TRIREDRAFT_53989	ko:K00846
tre:TRIREDRAFT_53995	ko:K14845
tre:TRIREDRAFT_5403	ko:K12663
tre:TRIREDRAFT_54042	ko:K20291
tre:TRIREDRAFT_54064	ko:K17678
tre:TRIREDRAFT_5407	ko:K12840
tre:TRIREDRAFT_54071	ko:K01950
tre:TRIREDRAFT_54086	ko:K17742
tre:TRIREDRAFT_54128	ko:K01754
tre:TRIREDRAFT_54160	ko:K22121
tre:TRIREDRAFT_54171	ko:K16315
tre:TRIREDRAFT_54179	ko:K00799
tre:TRIREDRAFT_54181	ko:K02304
tre:TRIREDRAFT_54195	ko:K15563
tre:TRIREDRAFT_54219	ko:K05972
tre:TRIREDRAFT_54244	ko:K03351
tre:TRIREDRAFT_54256	ko:K12831
tre:TRIREDRAFT_54260	ko:K00463
tre:TRIREDRAFT_54283	ko:K16330
tre:TRIREDRAFT_5431	ko:K20044
tre:TRIREDRAFT_54329	ko:K22733
tre:TRIREDRAFT_54330	ko:K11121
tre:TRIREDRAFT_54335	ko:K11370
tre:TRIREDRAFT_54349	ko:K11098
tre:TRIREDRAFT_5436	ko:K18171
tre:TRIREDRAFT_54365	ko:K14997
tre:TRIREDRAFT_54366	ko:K12349
tre:TRIREDRAFT_54384	ko:K19730
tre:TRIREDRAFT_54395	ko:K19838
tre:TRIREDRAFT_54408	ko:K12878
tre:TRIREDRAFT_54419	ko:K03685
tre:TRIREDRAFT_54441	ko:K12232
tre:TRIREDRAFT_54448	ko:K00809
tre:TRIREDRAFT_54450	ko:K00987
tre:TRIREDRAFT_54454	ko:K03036
tre:TRIREDRAFT_54461	ko:K08192
tre:TRIREDRAFT_54469	ko:K27692
tre:TRIREDRAFT_54508	ko:K03635
tre:TRIREDRAFT_54514	ko:K22386
tre:TRIREDRAFT_54521	ko:K24104
tre:TRIREDRAFT_54525	ko:K00140
tre:TRIREDRAFT_54535	ko:K14774
tre:TRIREDRAFT_54541	ko:K06669
tre:TRIREDRAFT_54550	ko:K00059
tre:TRIREDRAFT_54554	ko:K01495
tre:TRIREDRAFT_54564	ko:K00318
tre:TRIREDRAFT_54589	ko:K17607
tre:TRIREDRAFT_54596	ko:K27833
tre:TRIREDRAFT_54598	ko:K11770
tre:TRIREDRAFT_54611	ko:K17278
tre:TRIREDRAFT_5466	ko:K11246
tre:TRIREDRAFT_54667	ko:K18660
tre:TRIREDRAFT_54670	ko:K11648
tre:TRIREDRAFT_54674	ko:K24736
tre:TRIREDRAFT_54676	ko:K02260
tre:TRIREDRAFT_54683	ko:K20456
tre:TRIREDRAFT_54686	ko:K17440
tre:TRIREDRAFT_54709	ko:K12873
tre:TRIREDRAFT_54710	ko:K02606
tre:TRIREDRAFT_54722	ko:K14169
tre:TRIREDRAFT_54736	ko:K11594
tre:TRIREDRAFT_54784	ko:K22120
tre:TRIREDRAFT_54809	ko:K24194
tre:TRIREDRAFT_54813	ko:K20823
tre:TRIREDRAFT_54852	ko:K12868
tre:TRIREDRAFT_54858	ko:K26410
tre:TRIREDRAFT_54870	ko:K01908
tre:TRIREDRAFT_54886	ko:K00799
tre:TRIREDRAFT_54954	ko:K05665
tre:TRIREDRAFT_54961	ko:K23387
tre:TRIREDRAFT_54962	ko:K07243
tre:TRIREDRAFT_55005	ko:K08098
tre:TRIREDRAFT_55029	ko:K14850
tre:TRIREDRAFT_55039	ko:K10745
tre:TRIREDRAFT_55055	ko:K25004
tre:TRIREDRAFT_5506	ko:K12818
tre:TRIREDRAFT_55060	ko:K10396
tre:TRIREDRAFT_55067	ko:K17796
tre:TRIREDRAFT_55077	ko:K08141
tre:TRIREDRAFT_55088	ko:K03937
tre:TRIREDRAFT_55099	ko:K00974
tre:TRIREDRAFT_55114	ko:K14642
tre:TRIREDRAFT_55123	ko:K00618
tre:TRIREDRAFT_55125	ko:K03164
tre:TRIREDRAFT_55126	ko:K10639
tre:TRIREDRAFT_55161	ko:K00102
tre:TRIREDRAFT_55172	ko:K15262
tre:TRIREDRAFT_55179	ko:K25365
tre:TRIREDRAFT_55180	ko:K12179
tre:TRIREDRAFT_55183	ko:K14840
tre:TRIREDRAFT_55185	ko:K03013
tre:TRIREDRAFT_55191	ko:K16075
tre:TRIREDRAFT_55201	ko:K11254
tre:TRIREDRAFT_55204	ko:K02151
tre:TRIREDRAFT_55205	ko:K18162
tre:TRIREDRAFT_55208	ko:K06685
tre:TRIREDRAFT_55213	ko:K15440
tre:TRIREDRAFT_55237	ko:K23565
tre:TRIREDRAFT_55240	ko:K03282
tre:TRIREDRAFT_55242	ko:K11566
tre:TRIREDRAFT_55245	ko:K00852
tre:TRIREDRAFT_55276	ko:K17362
tre:TRIREDRAFT_55318	ko:K11824
tre:TRIREDRAFT_55319	ko:K20844
tre:TRIREDRAFT_55321	ko:K05285
tre:TRIREDRAFT_55341	ko:K00698
tre:TRIREDRAFT_55349	ko:K03540
tre:TRIREDRAFT_55351	ko:K14171
tre:TRIREDRAFT_55353	ko:K09680
tre:TRIREDRAFT_5536	ko:K06867
tre:TRIREDRAFT_55362	ko:K03283
tre:TRIREDRAFT_55365	ko:K11569
tre:TRIREDRAFT_55381	ko:K11768
tre:TRIREDRAFT_55384	ko:K14403
tre:TRIREDRAFT_55406	ko:K20404
tre:TRIREDRAFT_55415	ko:K18443
tre:TRIREDRAFT_55417	ko:K10413
tre:TRIREDRAFT_55421	ko:K23327
tre:TRIREDRAFT_55467	ko:K06628
tre:TRIREDRAFT_55508	ko:K18798
tre:TRIREDRAFT_55511	ko:K14692
tre:TRIREDRAFT_55534	ko:K01001
tre:TRIREDRAFT_55543	ko:K08959
tre:TRIREDRAFT_55545	ko:K14554
tre:TRIREDRAFT_55548	ko:K15152
tre:TRIREDRAFT_55550	ko:K11827
tre:TRIREDRAFT_55552	ko:K01527
tre:TRIREDRAFT_55570	ko:K07195
tre:TRIREDRAFT_55575	ko:K22686
tre:TRIREDRAFT_55589	ko:K12587
tre:TRIREDRAFT_55595	ko:K07300
tre:TRIREDRAFT_55627	ko:K00993
tre:TRIREDRAFT_55631	ko:K01115
tre:TRIREDRAFT_55636	ko:K05665
tre:TRIREDRAFT_55644	ko:K02729
tre:TRIREDRAFT_55660	ko:K03000
tre:TRIREDRAFT_55669	ko:K12584
tre:TRIREDRAFT_55681	ko:K01724
tre:TRIREDRAFT_55706	ko:K03347
tre:TRIREDRAFT_55719	ko:K08832
tre:TRIREDRAFT_55723	ko:K19564
tre:TRIREDRAFT_55752	ko:K17428
tre:TRIREDRAFT_55766	ko:K06943
tre:TRIREDRAFT_55788	ko:K10575
tre:TRIREDRAFT_55790	ko:K00555
tre:TRIREDRAFT_55796	ko:K23966
tre:TRIREDRAFT_55802	ko:K08257
tre:TRIREDRAFT_55803	ko:K07179
tre:TRIREDRAFT_55857	ko:K19986
tre:TRIREDRAFT_55891	ko:K04532
tre:TRIREDRAFT_55902	ko:K10739
tre:TRIREDRAFT_55928	ko:K11541
tre:TRIREDRAFT_55939	ko:K23338
tre:TRIREDRAFT_55945	ko:K17637
tre:TRIREDRAFT_55969	ko:K03236
tre:TRIREDRAFT_5598	ko:K11866
tre:TRIREDRAFT_55981	ko:K15334
tre:TRIREDRAFT_55993	ko:K11343
tre:TRIREDRAFT_55999	ko:K07407
tre:TRIREDRAFT_56002	ko:K13941
tre:TRIREDRAFT_56064	ko:K19327
tre:TRIREDRAFT_56070	ko:K13106
tre:TRIREDRAFT_56074	ko:K20048
tre:TRIREDRAFT_56081	ko:K00997
tre:TRIREDRAFT_56089	ko:K22943
tre:TRIREDRAFT_5610	ko:K05662
tre:TRIREDRAFT_56117	ko:K15918
tre:TRIREDRAFT_56118	ko:K08762
tre:TRIREDRAFT_5612	ko:K08192
tre:TRIREDRAFT_5614	ko:K25043
tre:TRIREDRAFT_56169	ko:K12190
tre:TRIREDRAFT_56196	ko:K18192
tre:TRIREDRAFT_56203	ko:K07542
tre:TRIREDRAFT_56215	ko:K06693
tre:TRIREDRAFT_56236	ko:K00559
tre:TRIREDRAFT_56261	ko:K25703
tre:TRIREDRAFT_56267	ko:K00868
tre:TRIREDRAFT_56289	ko:K08192
tre:TRIREDRAFT_56314	ko:K28029
tre:TRIREDRAFT_56318	ko:K20347
tre:TRIREDRAFT_56328	ko:K27841
tre:TRIREDRAFT_5633	ko:K22696
tre:TRIREDRAFT_56341	ko:K15378
tre:TRIREDRAFT_56345	ko:K15508
tre:TRIREDRAFT_56384	ko:K11294
tre:TRIREDRAFT_56390	ko:K09561
tre:TRIREDRAFT_56396	ko:K08900
tre:TRIREDRAFT_56418	ko:K01210
tre:TRIREDRAFT_56421	ko:K14684
tre:TRIREDRAFT_56426	ko:K07297
tre:TRIREDRAFT_56431	ko:K20803
tre:TRIREDRAFT_56434	ko:K14826
tre:TRIREDRAFT_56448	ko:K01183
tre:TRIREDRAFT_5645	ko:K00681
tre:TRIREDRAFT_56467	ko:K15108
tre:TRIREDRAFT_56470	ko:K03778
tre:TRIREDRAFT_56499	ko:K13985
tre:TRIREDRAFT_56515	ko:K08740
tre:TRIREDRAFT_56559	ko:K17435
tre:TRIREDRAFT_5656	ko:K08141
tre:TRIREDRAFT_56565	ko:K17806
tre:TRIREDRAFT_56568	ko:K17888
tre:TRIREDRAFT_56582	ko:K10610
tre:TRIREDRAFT_5659	ko:K12813
tre:TRIREDRAFT_56605	ko:K20063
tre:TRIREDRAFT_56614	ko:K15631
tre:TRIREDRAFT_56625	ko:K18703
tre:TRIREDRAFT_56631	ko:K01783
tre:TRIREDRAFT_56638	ko:K02369
tre:TRIREDRAFT_5664	ko:K06647
tre:TRIREDRAFT_56687	ko:K21292
tre:TRIREDRAFT_56690	ko:K00971
tre:TRIREDRAFT_56720	ko:K26751
tre:TRIREDRAFT_56726	ko:K00166
tre:TRIREDRAFT_56744	ko:K07300
tre:TRIREDRAFT_56772	ko:K03124
tre:TRIREDRAFT_56780	ko:K10981
tre:TRIREDRAFT_56789	ko:K02213
tre:TRIREDRAFT_56812	ko:K03850
tre:TRIREDRAFT_56819	ko:K07393
tre:TRIREDRAFT_56831	ko:K04082
tre:TRIREDRAFT_56856	ko:K10733
tre:TRIREDRAFT_56872	ko:K17615
tre:TRIREDRAFT_56876	ko:K27886
tre:TRIREDRAFT_56911	ko:K20989
tre:TRIREDRAFT_56920	ko:K05994
tre:TRIREDRAFT_56934	ko:K00851
tre:TRIREDRAFT_56952	ko:K12306
tre:TRIREDRAFT_56996	ko:K19355
tre:TRIREDRAFT_57002	ko:K11996
tre:TRIREDRAFT_57010	ko:K11713
tre:TRIREDRAFT_57016	ko:K08838
tre:TRIREDRAFT_57045	ko:K08726
tre:TRIREDRAFT_57071	ko:K23802
tre:TRIREDRAFT_57088	ko:K14708
tre:TRIREDRAFT_57091	ko:K15280
tre:TRIREDRAFT_5710	ko:K14558
tre:TRIREDRAFT_57100	ko:K11763
tre:TRIREDRAFT_57128	ko:K01196
tre:TRIREDRAFT_57129	ko:K22939
tre:TRIREDRAFT_57140	ko:K25079
tre:TRIREDRAFT_57141	ko:K09828
tre:TRIREDRAFT_57169	ko:K14650
tre:TRIREDRAFT_57178	ko:K13093
tre:TRIREDRAFT_57179	ko:K15532
tre:TRIREDRAFT_57185	ko:K19564
tre:TRIREDRAFT_57198	ko:K10849
tre:TRIREDRAFT_57217	ko:K24752
tre:TRIREDRAFT_57220	ko:K11483
tre:TRIREDRAFT_57252	ko:K14407
tre:TRIREDRAFT_57263	ko:K00231
tre:TRIREDRAFT_57274	ko:K20476
tre:TRIREDRAFT_57277	ko:K16219
tre:TRIREDRAFT_57282	ko:K25877
tre:TRIREDRAFT_57286	ko:K14968
tre:TRIREDRAFT_57291	ko:K14347
tre:TRIREDRAFT_57295	ko:K11292
tre:TRIREDRAFT_57302	ko:K00287
tre:TRIREDRAFT_57322	ko:K00838
tre:TRIREDRAFT_57334	ko:K10591
tre:TRIREDRAFT_57335	ko:K15363
tre:TRIREDRAFT_57357	ko:K22073
tre:TRIREDRAFT_57391	ko:K12862
tre:TRIREDRAFT_57399	ko:K04345
tre:TRIREDRAFT_5742	ko:K15448
tre:TRIREDRAFT_57421	ko:K23469
tre:TRIREDRAFT_57430	ko:K11204
tre:TRIREDRAFT_57435	ko:K16570
tre:TRIREDRAFT_57488	ko:K03165
tre:TRIREDRAFT_57494	ko:K14550
tre:TRIREDRAFT_57508	ko:K17065
tre:TRIREDRAFT_57513	ko:K11230
tre:TRIREDRAFT_57526	ko:K04627
tre:TRIREDRAFT_57528	ko:K05275
tre:TRIREDRAFT_57535	ko:K01512
tre:TRIREDRAFT_57537	ko:K23567
tre:TRIREDRAFT_57568	ko:K11137
tre:TRIREDRAFT_57595	ko:K02935
tre:TRIREDRAFT_57600	ko:K25639
tre:TRIREDRAFT_57608	ko:K11654
tre:TRIREDRAFT_57613	ko:K13288
tre:TRIREDRAFT_57631	ko:K21632
tre:TRIREDRAFT_57632	ko:K14791
tre:TRIREDRAFT_57666	ko:K14832
tre:TRIREDRAFT_57676	ko:K03246
tre:TRIREDRAFT_5771	ko:K18042
tre:TRIREDRAFT_57750	ko:K13886
tre:TRIREDRAFT_5776	ko:K01810
tre:TRIREDRAFT_57832	ko:K23952
tre:TRIREDRAFT_57857	ko:K01192
tre:TRIREDRAFT_57868	ko:K00286
tre:TRIREDRAFT_57869	ko:K14396
tre:TRIREDRAFT_5787	ko:K16261
tre:TRIREDRAFT_57870	ko:K11495
tre:TRIREDRAFT_57904	ko:K02178
tre:TRIREDRAFT_57923	ko:K12861
tre:TRIREDRAFT_57935	ko:K11786
tre:TRIREDRAFT_57947	ko:K00643
tre:TRIREDRAFT_57957	ko:K20286
tre:TRIREDRAFT_57975	ko:K01771
tre:TRIREDRAFT_57997	ko:K20520
tre:TRIREDRAFT_58036	ko:K09548
tre:TRIREDRAFT_58055	ko:K06125
tre:TRIREDRAFT_58063	ko:K14545
tre:TRIREDRAFT_5807	ko:K15923
tre:TRIREDRAFT_58073	ko:K01599
tre:TRIREDRAFT_58076	ko:K10771
tre:TRIREDRAFT_58117	ko:K01205
tre:TRIREDRAFT_58119	ko:K11396
tre:TRIREDRAFT_5812	ko:K05275
tre:TRIREDRAFT_58125	ko:K02735
tre:TRIREDRAFT_58150	ko:K11874
tre:TRIREDRAFT_58162	ko:K04711
tre:TRIREDRAFT_58170	ko:K00894
tre:TRIREDRAFT_58183	ko:K13100
tre:TRIREDRAFT_58184	ko:K02325
tre:TRIREDRAFT_58188	ko:K00698
tre:TRIREDRAFT_58201	ko:K03940
tre:TRIREDRAFT_58205	ko:K08851
tre:TRIREDRAFT_58213	ko:K10885
tre:TRIREDRAFT_58220	ko:K28059
tre:TRIREDRAFT_58267	ko:K05543
tre:TRIREDRAFT_58289	ko:K15385
tre:TRIREDRAFT_58296	ko:K28028
tre:TRIREDRAFT_58299	ko:K14848
tre:TRIREDRAFT_58321	ko:K10689
tre:TRIREDRAFT_58356	ko:K00864
tre:TRIREDRAFT_5836	ko:K01192
tre:TRIREDRAFT_58363	ko:K06927
tre:TRIREDRAFT_58391	ko:K25164
tre:TRIREDRAFT_58404	ko:K22138
tre:TRIREDRAFT_58405	ko:K12836
tre:TRIREDRAFT_58412	ko:K00002
tre:TRIREDRAFT_58427	ko:K12823
tre:TRIREDRAFT_58428	ko:K14852
tre:TRIREDRAFT_58450	ko:K15920
tre:TRIREDRAFT_5847	ko:K13104
tre:TRIREDRAFT_58472	ko:K03781
tre:TRIREDRAFT_58476	ko:K08856
tre:TRIREDRAFT_58493	ko:K02265
tre:TRIREDRAFT_5850	ko:K00966
tre:TRIREDRAFT_58509	ko:K10777
tre:TRIREDRAFT_58511	ko:K28030
tre:TRIREDRAFT_58519	ko:K17786
tre:TRIREDRAFT_58539	ko:K17408
tre:TRIREDRAFT_58549	ko:K26680
tre:TRIREDRAFT_58550	ko:K03434
tre:TRIREDRAFT_58561	ko:K28028
tre:TRIREDRAFT_58574	ko:K01673
tre:TRIREDRAFT_58584	ko:K03441
tre:TRIREDRAFT_58587	ko:K19704
tre:TRIREDRAFT_58607	ko:K06199
tre:TRIREDRAFT_58609	ko:K05529
tre:TRIREDRAFT_58612	ko:K22285
tre:TRIREDRAFT_58613	ko:K00949
tre:TRIREDRAFT_58627	ko:K14810
tre:TRIREDRAFT_58628	ko:K21455
tre:TRIREDRAFT_58631	ko:K15505
tre:TRIREDRAFT_58636	ko:K20195
tre:TRIREDRAFT_58638	ko:K12188
tre:TRIREDRAFT_58640	ko:K18172
tre:TRIREDRAFT_58651	ko:K01939
tre:TRIREDRAFT_58654	ko:K05956
tre:TRIREDRAFT_58658	ko:K19783
tre:TRIREDRAFT_58689	ko:K09831
tre:TRIREDRAFT_58694	ko:K20241
tre:TRIREDRAFT_58701	ko:K01809
tre:TRIREDRAFT_58734	ko:K09549
tre:TRIREDRAFT_58790	ko:K06116
tre:TRIREDRAFT_58804	ko:K10994
tre:TRIREDRAFT_58815	ko:K03885
tre:TRIREDRAFT_58837	ko:K03639
tre:TRIREDRAFT_58848	ko:K09022
tre:TRIREDRAFT_58856	ko:K28206
tre:TRIREDRAFT_58869	ko:K17867
tre:TRIREDRAFT_5888	ko:K01426
tre:TRIREDRAFT_5889	ko:K14333
tre:TRIREDRAFT_58899	ko:K05658
tre:TRIREDRAFT_58928	ko:K11367
tre:TRIREDRAFT_58952	ko:K01537
tre:TRIREDRAFT_58953	ko:K15388
tre:TRIREDRAFT_58960	ko:K10731
tre:TRIREDRAFT_58971	ko:K14292
tre:TRIREDRAFT_58976	ko:K15216
tre:TRIREDRAFT_5898	ko:K11979
tre:TRIREDRAFT_5899	ko:K02540
tre:TRIREDRAFT_58990	ko:K08496
tre:TRIREDRAFT_59014	ko:K08711
tre:TRIREDRAFT_59023	ko:K04564
tre:TRIREDRAFT_59068	ko:K00877
tre:TRIREDRAFT_59070	ko:K13338
tre:TRIREDRAFT_59073	ko:K09123
tre:TRIREDRAFT_59081	ko:K20247
tre:TRIREDRAFT_59082	ko:K01183
tre:TRIREDRAFT_59098	ko:K08267
tre:TRIREDRAFT_59105	ko:K12881
tre:TRIREDRAFT_5912	ko:K08331
tre:TRIREDRAFT_59147	ko:K10772
tre:TRIREDRAFT_5916	ko:K11378
tre:TRIREDRAFT_59168	ko:K14018
tre:TRIREDRAFT_5917	ko:K14168
tre:TRIREDRAFT_59184	ko:K12599
tre:TRIREDRAFT_59190	ko:K08192
tre:TRIREDRAFT_59232	ko:K14575
tre:TRIREDRAFT_59248	ko:K14784
tre:TRIREDRAFT_59267	ko:K01568
tre:TRIREDRAFT_59270	ko:K26089
tre:TRIREDRAFT_59280	ko:K05755
tre:TRIREDRAFT_59296	ko:K03352
tre:TRIREDRAFT_59333	ko:K08192
tre:TRIREDRAFT_59346	ko:K19877
tre:TRIREDRAFT_59359	ko:K06101
tre:TRIREDRAFT_59388	ko:K08141
tre:TRIREDRAFT_59402	ko:K18064
tre:TRIREDRAFT_59417	ko:K03509
tre:TRIREDRAFT_59472	ko:K15116
tre:TRIREDRAFT_59542	ko:K19940
tre:TRIREDRAFT_59544	ko:K10706
tre:TRIREDRAFT_59578	ko:K01182
tre:TRIREDRAFT_59579	ko:K17801
tre:TRIREDRAFT_59584	ko:K18170
tre:TRIREDRAFT_59598	ko:K11801
tre:TRIREDRAFT_59609	ko:K11360
tre:TRIREDRAFT_59668	ko:K06684
tre:TRIREDRAFT_59672	ko:K07078
tre:TRIREDRAFT_59689	ko:K01192
tre:TRIREDRAFT_59705	ko:K18726
tre:TRIREDRAFT_59726	ko:K25656
tre:TRIREDRAFT_59747	ko:K20643
tre:TRIREDRAFT_59751	ko:K01164
tre:TRIREDRAFT_59768	ko:K15447
tre:TRIREDRAFT_59771	ko:K06125
tre:TRIREDRAFT_59814	ko:K03135
tre:TRIREDRAFT_59836	ko:K14285
tre:TRIREDRAFT_59838	ko:K00471
tre:TRIREDRAFT_59843	ko:K01907
tre:TRIREDRAFT_59846	ko:K01852
tre:TRIREDRAFT_59894	ko:K26544
tre:TRIREDRAFT_59919	ko:K17437
tre:TRIREDRAFT_59944	ko:K04348
tre:TRIREDRAFT_59952	ko:K19564
tre:TRIREDRAFT_59964	ko:K10740
tre:TRIREDRAFT_59987	ko:K04555
tre:TRIREDRAFT_59988	ko:K13179
tre:TRIREDRAFT_59991	ko:K14831
tre:TRIREDRAFT_59994	ko:K00791
tre:TRIREDRAFT_60000	ko:K02207
tre:TRIREDRAFT_60008	ko:K17439
tre:TRIREDRAFT_60033	ko:K17742
tre:TRIREDRAFT_6005	ko:K08192
tre:TRIREDRAFT_60051	ko:K16196
tre:TRIREDRAFT_60067	ko:K18103
tre:TRIREDRAFT_60089	ko:K00236
tre:TRIREDRAFT_60091	ko:K09647
tre:TRIREDRAFT_60095	ko:K01094
tre:TRIREDRAFT_60136	ko:K20353
tre:TRIREDRAFT_6014	ko:K12843
tre:TRIREDRAFT_6015	ko:K02999
tre:TRIREDRAFT_60162	ko:K03353
tre:TRIREDRAFT_60177	ko:K08192
tre:TRIREDRAFT_60194	ko:K05857
tre:TRIREDRAFT_60232	ko:K00474
tre:TRIREDRAFT_60243	ko:K12393
tre:TRIREDRAFT_60250	ko:K01883
tre:TRIREDRAFT_60255	ko:K15322
tre:TRIREDRAFT_60270	ko:K11593
tre:TRIREDRAFT_60282	ko:K21451
tre:TRIREDRAFT_60283	ko:K11309
tre:TRIREDRAFT_60329	ko:K08192
tre:TRIREDRAFT_60331	ko:K07897
tre:TRIREDRAFT_60338	ko:K07442
tre:TRIREDRAFT_60345	ko:K20289
tre:TRIREDRAFT_60346	ko:K13950
tre:TRIREDRAFT_60349	ko:K06111
tre:TRIREDRAFT_60378	ko:K08900
tre:TRIREDRAFT_60392	ko:K17790
tre:TRIREDRAFT_60402	ko:K03650
tre:TRIREDRAFT_60406	ko:K22071
tre:TRIREDRAFT_60418	ko:K00128
tre:TRIREDRAFT_60419	ko:K22390
tre:TRIREDRAFT_60426	ko:K11578
tre:TRIREDRAFT_60450	ko:K10903
tre:TRIREDRAFT_60458	ko:K22118
tre:TRIREDRAFT_60489	ko:K08095
tre:TRIREDRAFT_60492	ko:K15078
tre:TRIREDRAFT_60508	ko:K13281
tre:TRIREDRAFT_60585	ko:K15202
tre:TRIREDRAFT_60591	ko:K14839
tre:TRIREDRAFT_60608	ko:K11187
tre:TRIREDRAFT_60626	ko:K14007
tre:TRIREDRAFT_60634	ko:K03144
tre:TRIREDRAFT_60671	ko:K16639
tre:TRIREDRAFT_60676	ko:K22684
tre:TRIREDRAFT_60737	ko:K18667
tre:TRIREDRAFT_60743	ko:K09659
tre:TRIREDRAFT_60768	ko:K15033
tre:TRIREDRAFT_60769	ko:K10746
tre:TRIREDRAFT_60779	ko:K11561
tre:TRIREDRAFT_60780	ko:K14801
tre:TRIREDRAFT_60793	ko:K27881
tre:TRIREDRAFT_60810	ko:K07034
tre:TRIREDRAFT_60814	ko:K02434
tre:TRIREDRAFT_60847	ko:K02128
tre:TRIREDRAFT_60849	ko:K17783
tre:TRIREDRAFT_6085	ko:K22150
